tranco_id,domain,categories,trust,status_code,crux_code,main_category
3249,itau.com.br,Email Sender|Financial Institutions,Minimal Risk,200,200,Business & Finance
3250,rtve.es,Entertainment/Recreation/Hobbies,Minimal Risk,200,200,Entertainment
3251,lavanguardia.com,General News,Minimal Risk,200,200,News & Media
3254,samsunghealth.com,Health,Minimal Risk,200,200,Health
3257,greenpeace.org,NonProfit Organizations/Advocacy Groups,Minimal Risk,301,200,Nonprofit & Religion
3259,nicovideo.jp,Entertainment/Recreation/Hobbies|Streaming Media,Minimal Risk,200,200,News & Media
3261,hostpoint.ch,Internet Services,Minimal Risk,200,200,Technology
3262,value-domain.com,Business,Minimal Risk,200,200,Business & Finance
3265,redis.io,Software/Hardware,Minimal Risk,200,200,Technology
3267,jio.com,Internet Services,Minimal Risk,200,200,Technology
3268,sueddeutsche.de,General News,Minimal Risk,200,200,News & Media
3269,nobelprize.org,NonProfit Organizations/Advocacy Groups,Minimal Risk,200,200,Nonprofit & Religion
3270,tagesschau.de,General News,Minimal Risk,200,200,News & Media
3272,santander.com.br,Email Sender|Financial Institutions,Minimal Risk,200,200,Business & Finance
3273,ssl.com,Software/Hardware,Minimal Risk,200,200,Technology
3274,thetimes.com,Internet Services,Minimal Risk,200,200,Technology
3275,hola.org,Anonymizers|Resource Sharing,Unverified,200,200,Web Infrastructure
3278,trustindex.io,Internet Services,Minimal Risk,200,200,Technology
3279,macrumors.com,Technical/Business Forums,Minimal Risk,200,200,Technology
3282,urbandictionary.com,Forum/Bulletin Boards|Profanity,Minimal Risk,200,200,Adult
3285,wireshark.org,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
3287,mathworks.com,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
3288,robinhood.com,Email Sender|Stock Trading,Minimal Risk,302,200,Business & Finance
3289,4shared.com,P2P/File Sharing,Minimal Risk,200,200,Web Infrastructure
3290,samplicio.us,Internet Services,Minimal Risk,200,200,Technology
3292,clinicaltrials.gov,Government/Military,Minimal Risk,200,200,Government
3296,sephora.com,Email Sender|Fashion/Beauty|Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
3300,sina.cn,Portal Sites,Minimal Risk,200,200,Web Infrastructure
3303,snapcraft.io,Software/Hardware,Minimal Risk,200,200,Technology
3304,aviasales.com,Real Estate,Minimal Risk,200,200,Business & Finance
3305,vt.edu,Education/Reference,Minimal Risk,200,200,Education
3310,shorttv.live,Entertainment/Recreation/Hobbies,Minimal Risk,200,200,Entertainment
3314,mcgill.ca,Education/Reference|Email Sender,Minimal Risk,200,200,Education
3315,wistia.com,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
3316,dynadot.com,Internet Services|Personal Pages,Minimal Risk,200,200,Technology
3318,toyota.com,Email Sender|Motor Vehicles,Minimal Risk,200,200,Lifestyle
3324,boston.com,General News,Minimal Risk,200,200,News & Media
3326,redbull.com,Shopping/Merchandizing|Sports,Minimal Risk,301,200,E-commerce
3328,olx.ua,Auction,Minimal Risk,301,200,E-commerce
3333,lonelyplanet.com,Travel,Minimal Risk,200,200,Lifestyle
3334,google.se,Search Engines,Minimal Risk,301,200,Web Infrastructure
3335,irishtimes.com,Email Sender|General News,Minimal Risk,200,200,News & Media
3336,tomsguide.com,Software/Hardware,Minimal Risk,200,200,Technology
3337,stuff.co.nz,General News,Minimal Risk,200,200,News & Media
3340,rei.com,Email Sender|Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
3341,unep.org,Government/Military|NonProfit Organizations/Advocacy Groups,Minimal Risk,200,200,Government
3343,videolan.org,Shareware/Freeware,Minimal Risk,200,200,Technology
3347,google.com.ar,Search Engines,Minimal Risk,301,200,Web Infrastructure
3350,goal.com,Sports,Minimal Risk,301,200,Entertainment
3351,iea.org,Business,Minimal Risk,301,200,Business & Finance
3353,judge.me,Email Sender|Internet Services,Minimal Risk,200,200,Technology
3356,google.com.vn,Search Engines,Minimal Risk,301,200,Web Infrastructure
3357,libero.it,Portal Sites,Minimal Risk,200,200,Web Infrastructure
3362,scopus.com,Education/Reference,Minimal Risk,303,200,Education
3364,hbo.com,Entertainment/Recreation/Hobbies,Minimal Risk,200,200,Entertainment
3365,hrw.org,NonProfit Organizations/Advocacy Groups,Minimal Risk,200,200,Nonprofit & Religion
3369,google.cz,Search Engines,Minimal Risk,301,200,Web Infrastructure
3370,seekingalpha.com,Email Sender|Financial Information,Minimal Risk,200,200,Business & Finance
3372,bitly.com,Internet Services|,Minimal Risk,200,200,Technology
3373,hotels.com,Email Sender|Travel,Minimal Risk,301,200,Lifestyle
3375,google.com.sg,Search Engines,Minimal Risk,301,200,Web Infrastructure
3376,newegg.com,Email Sender|Software/Hardware,Minimal Risk,200,200,Technology
3382,smugmug.com,Media Sharing,Minimal Risk,200,200,News & Media
3390,wargaming.net,Games,Minimal Risk,303,200,Entertainment
3393,blackberry.com,Business|Software/Hardware,Minimal Risk,301,200,Business & Finance
3396,zara.com,Email Sender|Fashion/Beauty|Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
3398,tufts.edu,Education/Reference,Minimal Risk,200,200,Education
3400,sfu.ca,Education/Reference,Minimal Risk,200,200,Education
3402,softonic.com,Shareware/Freeware,Minimal Risk,301,200,Technology
3403,eventbrite.co.uk,Business,Minimal Risk,200,200,Business & Finance
3409,citi.com,Email Sender|Financial Institutions,Minimal Risk,200,200,Business & Finance
3416,gameloft.com,Games,Minimal Risk,200,200,Entertainment
3417,caltech.edu,Education/Reference,Minimal Risk,200,200,Education
3418,uwaterloo.ca,Education/Reference,Minimal Risk,200,200,Education
3419,monday.com,Interactive Web Applications,Minimal Risk,200,200,Technology
3420,dramaboxdb.com,Web Ads,Minimal Risk,200,200,Web Infrastructure
3423,ripe.net,Internet Services,Minimal Risk,200,200,Technology
3424,bidease.com,Business,Minimal Risk,200,200,Business & Finance
3426,zscaler.com,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
3427,quillbot.com,Interactive Web Applications,Minimal Risk,200,200,Technology
3428,thestar.com,Email Sender|General News,Minimal Risk,200,200,News & Media
3431,tomshardware.com,Software/Hardware,Minimal Risk,200,200,Technology
3435,edx.org,Education/Reference,Minimal Risk,200,200,Education
3438,google.pt,Search Engines,Minimal Risk,301,200,Web Infrastructure
3440,pcworld.com,Email Sender|Software/Hardware,Minimal Risk,200,200,Technology
3446,simply.com,Business,Minimal Risk,301,200,Business & Finance
3452,tagesspiegel.de,General News,Minimal Risk,200,200,News & Media
3453,laracasts.com,Technical Information,Minimal Risk,200,200,Technology
3455,tesco.com,Email Sender|Marketing/Merchandising,Minimal Risk,200,200,E-commerce
3456,dish.com,Internet Services,Minimal Risk,200,200,Technology
3457,feedly.com,Internet Services,Minimal Risk,200,200,Technology
3458,avg.com,Business|Software/Hardware,Minimal Risk,301,200,Business & Finance
3460,ipcc.ch,Education/Reference,Minimal Risk,200,200,Education
3464,sciencealert.com,Blogs/Wikis|Education/Reference,Minimal Risk,200,200,Education
3465,joinhoney.com,Email Sender|Marketing/Merchandising,Minimal Risk,200,200,E-commerce
3467,google.co.za,Search Engines,Minimal Risk,301,200,Web Infrastructure
3470,yle.fi,General News,Minimal Risk,200,200,News & Media
3471,google.gr,Search Engines,Minimal Risk,301,200,Web Infrastructure
3477,my.games,Games,Minimal Risk,200,200,Entertainment
3479,google.co.kr,Search Engines,Minimal Risk,301,200,Web Infrastructure
3481,over-blog.com,Blogs/Wikis,Minimal Risk,200,200,Social & Communication
3482,unl.edu,Education/Reference,Minimal Risk,301,200,Education
3489,bahn.de,Consumer Information|Travel,Minimal Risk,200,200,Lifestyle
3492,telefonica.com,Business,Minimal Risk,301,200,Business & Finance
3495,t.ly,Internet Services|,Minimal Risk,200,200,Technology
3496,hawaii.edu,Education/Reference,Minimal Risk,200,200,Education
3497,code.org,Education/Reference,Minimal Risk,307,200,Education
3500,prestashop.com,Internet Services,Minimal Risk,200,200,Technology
3508,google.com.ph,Search Engines,Minimal Risk,301,200,Web Infrastructure
3513,softbank.jp,Business,Minimal Risk,200,200,Business & Finance
3515,vatican.va,Major Global Religions,Minimal Risk,200,200,Nonprofit & Religion
3516,harpersbazaar.com,Fashion/Beauty,Minimal Risk,200,200,Lifestyle
3517,popularmechanics.com,Blogs/Wikis|Education/Reference|Email Sender,Minimal Risk,200,200,Education
3520,foxsports.com,Email Sender|Sports,Minimal Risk,200,200,Entertainment
3521,br.de,Entertainment/Recreation/Hobbies|General News,Minimal Risk,301,200,News & Media
3523,nordstrom.com,Email Sender|Fashion/Beauty|Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
3525,lua.org,Software/Hardware,Minimal Risk,200,200,Technology
3527,google.ro,Search Engines,Minimal Risk,301,200,Web Infrastructure
3536,news24.com,General News,Minimal Risk,200,200,News & Media
3541,arduino.cc,Software/Hardware|Technical/Business Forums,Minimal Risk,200,200,Technology
3548,flightaware.com,Email Sender|Travel,Minimal Risk,200,200,Lifestyle
3549,rochester.edu,Education/Reference,Minimal Risk,200,200,Education
3551,bostonglobe.com,Email Sender|General News,Minimal Risk,200,200,News & Media
3554,banahosting.com,Internet Services,Minimal Risk,200,200,Technology
3555,archdaily.com,Art/Culture/Heritage|Blogs/Wikis,Minimal Risk,200,200,Social & Communication
3557,sooplive.co.kr,Entertainment/Recreation/Hobbies,Minimal Risk,200,200,Entertainment
3559,familysearch.org,Email Sender|Marketing/Merchandising,Minimal Risk,301,200,E-commerce
3563,sas.com,Business|Software/Hardware,Minimal Risk,301,200,Business & Finance
3564,indiatoday.in,General News,Minimal Risk,200,200,News & Media
3565,gatech.edu,Education/Reference,Minimal Risk,200,200,Education
3566,spglobal.com,Email Sender|Financial Institutions,Minimal Risk,301,200,Business & Finance
3567,lse.ac.uk,Education/Reference,Minimal Risk,200,200,Education
3570,gimp.org,Shareware/Freeware,Minimal Risk,200,200,Technology
3572,virustotal.com,Software/Hardware|Internet Services,Minimal Risk,302,200,Technology
3575,xkcd.com,Humor,Minimal Risk,200,200,Entertainment
3576,radiofrance.fr,Internet Radio/TV|General News,Minimal Risk,200,200,News & Media
3583,google.dk,Search Engines,Minimal Risk,301,200,Web Infrastructure
3584,spamcop.net,Information Security,Minimal Risk,200,200,Technology
3585,formula1.com,Email Sender|Sports,Minimal Risk,200,200,Entertainment
3586,drugs.com,Email Sender|Health,Minimal Risk,200,200,Health
3587,buzzsprout.com,Streaming Media,Minimal Risk,200,200,News & Media
3589,google.com.my,Search Engines,Minimal Risk,301,200,Web Infrastructure
3590,zdf.de,General News,Minimal Risk,200,200,News & Media
3593,ask.com,Search Engines,Minimal Risk,200,200,Web Infrastructure
3594,domain.com,Internet Services|Web Hosting,Minimal Risk,301,200,Technology
3596,freenet.de,Internet Services|Portal Sites,Minimal Risk,200,200,Technology
3597,federalregister.gov,Government/Military,Minimal Risk,302,200,Government
3599,shopee.vn,Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
3600,colorlib.com,Software/Hardware,Minimal Risk,301,200,Technology
3601,mariadb.org,Internet Services,Minimal Risk,200,200,Technology
3605,bunny.net,Auction|Internet Services,Minimal Risk,200,200,E-commerce
3606,cia.gov,Government/Military,Minimal Risk,200,200,Government
3613,shazam.com,Entertainment/Recreation/Hobbies|Streaming Media,Minimal Risk,200,200,News & Media
3614,ourworldindata.org,NonProfit Organizations/Advocacy Groups,Minimal Risk,200,200,Nonprofit & Religion
3615,google.cl,Search Engines,Minimal Risk,301,200,Web Infrastructure
3618,verywellmind.com,Email Sender|Health,Minimal Risk,200,200,Health
3619,google.no,Search Engines,Minimal Risk,301,200,Web Infrastructure
3621,gap.com,Email Sender|Fashion/Beauty,Minimal Risk,301,200,Lifestyle
3624,pcgamer.com,Games,Minimal Risk,200,200,Entertainment
3626,sba.gov,Email Sender|Government/Military,Minimal Risk,200,200,Government
3627,next.co.uk,Email Sender|Fashion/Beauty|Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
3630,logmein.com,Remote Access,Minimal Risk,200,200,Technology
3632,gm.com,Email Sender|Motor Vehicles,Minimal Risk,200,200,Lifestyle
3633,google.hu,Search Engines,Minimal Risk,301,200,Web Infrastructure
3634,onenote.com,Interactive Web Applications|Personal Network Storage,Minimal Risk,301,200,Technology
3635,brown.edu,Education/Reference,Minimal Risk,200,200,Education
3637,politico.eu,Politics/Opinion,Minimal Risk,200,200,Government
3638,metmuseum.org,Art/Culture/Heritage,Minimal Risk,200,200,Lifestyle
3641,arin.net,Internet Services,Minimal Risk,200,200,Technology
3642,patch.com,Email Sender|General News,Minimal Risk,200,200,News & Media
3643,likee.video,Entertainment/Recreation/Hobbies,Minimal Risk,200,200,Entertainment
3645,google.fi,Search Engines,Minimal Risk,301,200,Web Infrastructure
3650,orf.at,General News,Minimal Risk,200,200,News & Media
3652,space.com,Blogs/Wikis,Minimal Risk,200,200,Social & Communication
3655,opentable.com,Email Sender|Restaurants,Minimal Risk,200,200,Lifestyle
3659,google.com.co,Search Engines,Minimal Risk,301,200,Web Infrastructure
3663,razer.com,Business|Email Sender,Minimal Risk,200,200,Business & Finance
3664,findagrave.com,Consumer Information|Email Sender,Minimal Risk,200,200,Lifestyle
3667,clickup.com,Interactive Web Applications,Minimal Risk,200,200,Technology
3669,rokt.com,Business,Minimal Risk,200,200,Business & Finance
3671,leagueoflegends.com,Games,Minimal Risk,301,200,Entertainment
3675,ndr.de,General News,Minimal Risk,200,200,News & Media
3676,ahagamecenter.com,Games,Minimal Risk,301,200,Entertainment
3679,liberation.fr,General News,Minimal Risk,301,200,News & Media
3682,adapty.io,Business,Minimal Risk,200,200,Business & Finance
3683,menshealth.com,Email Sender|Entertainment/Recreation/Hobbies|Health|Provocative Attire,Minimal Risk,200,200,Adult
3684,skysports.com,Sports,Minimal Risk,200,200,Entertainment
3686,go.dev,Software/Hardware,Minimal Risk,200,200,Technology
3687,screenrant.com,Entertainment/Recreation/Hobbies,Minimal Risk,200,200,Entertainment
3688,coca-cola.com,Business|Email Sender,Minimal Risk,301,200,Business & Finance
3689,thespruce.com,Email Sender|Recreation/Hobbies,Minimal Risk,200,200,Entertainment
3690,news18.com,General News,Minimal Risk,200,200,News & Media
3691,legacy.com,Consumer Information|Email Sender,Minimal Risk,301,200,Lifestyle
3692,smallpdf.com,Interactive Web Applications,Minimal Risk,200,200,Technology
3693,se.com,Business,Minimal Risk,301,200,Business & Finance
3698,kundelik.kz,Internet Services,Minimal Risk,302,200,Technology
3699,cvs.com,Email Sender|Shopping/Merchandizing|Pharmacy/Drugs,Minimal Risk,301,200,E-commerce
3700,nate.com,Portal Sites,Minimal Risk,200,200,Web Infrastructure
3701,cnil.fr,Consumer Information|Government/Military,Minimal Risk,301,200,Government
3702,chip.de,Software/Hardware,Minimal Risk,200,200,Technology
3706,nbc.com,Email Sender|Entertainment/Recreation/Hobbies|General News,Minimal Risk,200,200,News & Media
3708,osha.gov,Government/Military,Minimal Risk,200,200,Government
3712,wordreference.com,Education/Reference,Minimal Risk,200,200,Education
3716,google.co.nz,Search Engines,Minimal Risk,301,200,Web Infrastructure
3717,uefa.com,Email Sender|Sports,Minimal Risk,200,200,Entertainment
3718,sbb.ch,Business|Travel,Minimal Risk,200,200,Lifestyle
3720,nbcsports.com,Blogs/Wikis|Email Sender|Sports,Minimal Risk,200,200,Entertainment
3721,poshmark.com,Email Sender|Fashion/Beauty|Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
3722,man7.org,Technical Information,Minimal Risk,200,200,Technology
3724,websupport.sk,Internet Services|Web Hosting,Minimal Risk,200,200,Technology
3725,filezilla-project.org,Shareware/Freeware,Minimal Risk,200,200,Technology
3728,ansa.it,General News|Portal Sites,Minimal Risk,200,200,News & Media
3733,jpost.com,Email Sender|General News,Minimal Risk,200,200,News & Media
3737,wufoo.com,Interactive Web Applications,Minimal Risk,200,200,Technology
3738,qualcomm.com,Business,Minimal Risk,200,200,Business & Finance
3740,rocketreach.co,Business,Minimal Risk,200,200,Business & Finance
3741,chewy.com,Email Sender|Shopping/Merchandizing,Minimal Risk,301,200,E-commerce
3742,moovitapp.com,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
3743,independent.ie,Email Sender|General News,Minimal Risk,200,200,News & Media
3745,getadblock.com,Software/Hardware,Minimal Risk,302,200,Technology
3748,google.ie,Search Engines,Minimal Risk,301,200,Web Infrastructure
3754,answers.com,Education/Reference,Minimal Risk,200,200,Education
3755,hbs.edu,Education/Reference,Minimal Risk,200,200,Education
3757,unam.mx,Education/Reference,Minimal Risk,301,200,Education
3761,apple.com.cn,Business,Minimal Risk,200,200,Business & Finance
3768,xero.com,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
3772,braintreegateway.com,Email Sender|Financial Institutions,Minimal Risk,301,200,Business & Finance
3773,aljazeera.net,General News,Minimal Risk,200,200,News & Media
3778,lesechos.fr,General News,Minimal Risk,200,200,News & Media
3779,sportskeeda.com,Sports,Minimal Risk,200,200,Entertainment
3780,elementor.com,Software/Hardware,Minimal Risk,200,200,Technology
3781,guard.io,Business,Minimal Risk,200,200,Business & Finance
3784,amazon.nl,Shopping/Merchandizing,Minimal Risk,202,200,E-commerce
3785,mail.com,Web Mail,Minimal Risk,200,200,Social & Communication
3786,proquest.com,Business,Minimal Risk,301,200,Business & Finance
3787,e-recht24.de,Marketing/Merchandising,Minimal Risk,200,200,E-commerce
3788,axis.com,Business,Minimal Risk,301,200,Business & Finance
3789,reolink.com,Software/Hardware,Minimal Risk,200,200,Technology
3791,prtimes.jp,Business,Minimal Risk,200,200,Business & Finance
3793,eurekalert.org,General News,Minimal Risk,200,200,News & Media
3794,google.bg,Search Engines,Minimal Risk,301,200,Web Infrastructure
3796,easyjet.com,Email Sender|Travel,Minimal Risk,200,200,Lifestyle
3800,zimbra.com,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
3801,sfr.fr,Internet Services,Minimal Risk,200,200,Technology
3803,creditkarma.com,Email Sender|Financial Information,Minimal Risk,200,200,Business & Finance
3805,globalnews.ca,General News,Minimal Risk,200,200,News & Media
3807,google.com.eg,Search Engines,Minimal Risk,301,200,Web Infrastructure
3810,stern.de,Incidental Nudity|General News,Minimal Risk,200,200,Adult
3811,mynavi.jp,Job Search,Minimal Risk,200,200,Business & Finance
3818,unfccc.int,Business,Minimal Risk,200,200,Business & Finance
3822,ardmediathek.de,Entertainment/Recreation/Hobbies|General News|Streaming Media,Minimal Risk,200,200,News & Media
3823,google.com.pe,Search Engines,Minimal Risk,301,200,Web Infrastructure
3828,pyrus.com,Business|Software/Hardware,Minimal Risk,302,200,Business & Finance
3829,apnic.net,Internet Services,Minimal Risk,200,200,Technology
3830,google.ae,Search Engines,Minimal Risk,301,200,Web Infrastructure
3831,mailerlite.com,Internet Services,Minimal Risk,200,200,Technology
3832,databricks.com,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
3833,chosun.com,General News,Minimal Risk,200,200,News & Media
3837,mintegral.com,Marketing/Merchandising,Minimal Risk,301,200,E-commerce
3839,snopes.com,Email Sender|Entertainment/Recreation/Hobbies,Minimal Risk,200,200,Entertainment
3841,iastate.edu,Education/Reference,Minimal Risk,200,200,Education
3843,dickssportinggoods.com,Shopping/Merchandizing,Minimal Risk,301,200,E-commerce
3846,osano.com,Business,Minimal Risk,200,200,Business & Finance
3849,warthunder.com,Games,Minimal Risk,302,200,Entertainment
3854,aruba.it,Internet Services|Web Hosting,Minimal Risk,301,200,Technology
3855,simplisafe.com,Email Sender|Marketing/Merchandising,Minimal Risk,200,200,E-commerce
3857,sonicwall.com,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
3860,progressive.com,Email Sender|Financial Institutions,Minimal Risk,200,200,Business & Finance
3861,thekitchn.com,Blogs/Wikis|Consumer Information|Email Sender,Minimal Risk,301,200,Social & Communication
3865,cnrs.fr,Education/Reference,Minimal Risk,302,200,Education
3870,google.com.pk,Search Engines,Minimal Risk,301,200,Web Infrastructure
3871,shipt.com,Marketing/Merchandising,Minimal Risk,301,200,E-commerce
3872,routledge.com,Business,Minimal Risk,200,200,Business & Finance
3873,nerdwallet.com,Financial Information,Minimal Risk,200,200,Business & Finance
3877,emojipedia.org,Technical/Business Forums,Minimal Risk,200,200,Technology
3878,the-sun.com,Entertainment/Recreation/Hobbies,Minimal Risk,200,200,Entertainment
3879,tribunnews.com,General News,Minimal Risk,200,200,News & Media
3881,bitrix24.com,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
3887,channel4.com,Email Sender|Entertainment/Recreation/Hobbies|Internet Radio/TV,Minimal Risk,200,200,News & Media
3888,tfl.gov.uk,Consumer Information|Email Sender|Government/Military,Minimal Risk,200,200,Government
3889,arlo.com,Business|Email Sender|Shopping/Merchandizing,Minimal Risk,301,200,E-commerce
3891,uiowa.edu,Education/Reference,Minimal Risk,200,200,Education
3892,timesofisrael.com,Email Sender|General News,Minimal Risk,200,200,News & Media
3894,vecteezy.com,Software/Hardware,Minimal Risk,200,200,Technology
3897,247sports.com,Email Sender|Sports,Minimal Risk,200,200,Entertainment
3904,rte.ie,Entertainment/Recreation/Hobbies|General News,Minimal Risk,200,200,News & Media
3905,tunein.com,Internet Radio/TV,Minimal Risk,200,200,News & Media
3907,findlaw.com,Portal Sites,Minimal Risk,301,200,Web Infrastructure
3909,yomiuri.co.jp,General News,Minimal Risk,200,200,News & Media
3912,bittorrent.com,Entertainment/Recreation/Hobbies|P2P/File Sharing,Minimal Risk,200,200,Entertainment
3914,similarweb.com,Internet Services,Minimal Risk,200,200,Technology
3917,lnk.to,Internet Services,Minimal Risk,301,200,Technology
3919,netsuite.com,Business|Software/Hardware,Minimal Risk,301,200,Business & Finance
3921,producthunt.com,Blogs/Wikis,Minimal Risk,301,200,Social & Communication
3922,shopee.com.my,Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
3923,17track.net,Consumer Information,Minimal Risk,301,200,Lifestyle
3925,financialexpress.com,General News,Minimal Risk,200,200,News & Media
3927,nos.nl,General News,Minimal Risk,200,200,News & Media
3928,shopee.tw,Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
3934,dev.to,Technical/Business Forums,Minimal Risk,200,200,Technology
3938,plausible.io,Internet Services,Minimal Risk,200,200,Technology
3941,michaels.com,Email Sender|Marketing/Merchandising,Minimal Risk,301,200,E-commerce
3943,united.com,Email Sender|Travel,Minimal Risk,200,200,Lifestyle
3945,fraunhofer.de,Business,Minimal Risk,200,200,Business & Finance
3946,google.by,Search Engines,Minimal Risk,301,200,Web Infrastructure
3948,popsci.com,Email Sender|Technical/Business Forums,Minimal Risk,200,200,Technology
3949,felenasoft.com,Software/Hardware,Minimal Risk,302,200,Technology
3950,unhcr.org,NonProfit Organizations/Advocacy Groups,Minimal Risk,301,200,Nonprofit & Religion
3954,legislation.gov.uk,Government/Military,Minimal Risk,200,200,Government
3958,microsoft365.com,Software/Hardware,Minimal Risk,302,200,Technology
3959,urban-vpn.com,Business|Internet Services,Minimal Risk,200,200,Business & Finance
3963,thebalancemoney.com,Finance,Minimal Risk,200,200,Business & Finance
3966,uscourts.gov,Government/Military,Minimal Risk,200,200,Government
3969,cvent.com,Business,Minimal Risk,200,200,Business & Finance
3970,zappos.com,Email Sender|Fashion/Beauty|Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
3972,kasserver.com,Internet Services,Minimal Risk,200,200,Technology
3973,raspberrypi.org,Software/Hardware|Technical Information,Minimal Risk,200,200,Technology
3975,straitstimes.com,General News,Minimal Risk,301,200,News & Media
3978,google.com.sa,Search Engines,Minimal Risk,301,200,Web Infrastructure
3982,goethe.de,Education/Reference,Minimal Risk,301,200,Education
3985,elespanol.com,General News,Minimal Risk,301,200,News & Media
3987,kia.com,Motor Vehicles,Minimal Risk,301,200,Lifestyle
3988,modrinth.com,Games,Minimal Risk,200,200,Entertainment
3990,manualslib.com,Technical/Business Forums,Minimal Risk,200,200,Technology
3991,southwest.com,Email Sender|Travel,Minimal Risk,200,200,Lifestyle
3992,wordfence.com,Internet Services,Minimal Risk,202,200,Technology
3994,google.lv,Search Engines,Minimal Risk,301,200,Web Infrastructure
4001,google.com.pr,Search Engines,Minimal Risk,301,200,Web Infrastructure
4003,ucweb.com,Software/Hardware,Minimal Risk,301,200,Technology
4004,chanel.com,Fashion/Beauty,Minimal Risk,200,200,Lifestyle
4005,gq.com,Email Sender|Entertainment/Recreation/Hobbies|Fashion/Beauty|Provocative Attire,Minimal Risk,200,200,Adult
4006,barrons.com,Email Sender|Financial Information,Minimal Risk,301,200,Business & Finance
4009,coindesk.com,Email Sender|Financial Information,Minimal Risk,200,200,Business & Finance
4011,openweathermap.org,Consumer Information,Minimal Risk,200,200,Lifestyle
4012,bankrate.com,Email Sender|Financial Information,Minimal Risk,200,200,Business & Finance
4013,amazon.ae,Business|Email Sender|Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
4015,umass.edu,Education/Reference,Minimal Risk,302,200,Education
4016,penguinrandomhouse.com,Business|Email Sender,Minimal Risk,200,200,Business & Finance
4017,rfi.fr,General News,Minimal Risk,301,200,News & Media
4018,ualberta.ca,Education/Reference,Minimal Risk,301,200,Education
4019,redcross.org,Email Sender|Health|NonProfit Organizations/Advocacy Groups,Minimal Risk,200,200,Health
4023,medicare.gov,Email Sender|Government/Military|Health,Minimal Risk,200,200,Government
4025,southernliving.com,Email Sender|Entertainment/Recreation/Hobbies,Minimal Risk,200,200,Entertainment
4027,mainichi.jp,General News,Minimal Risk,200,200,News & Media
4030,google.com.bd,Search Engines,Minimal Risk,301,200,Web Infrastructure
4032,facemojikeyboard.com,Software/Hardware,Minimal Risk,200,200,Technology
4034,dataprivacyframework.gov,Government/Military,Minimal Risk,200,200,Government
4037,reverbnation.com,Entertainment/Recreation/Hobbies|Streaming Media,Minimal Risk,200,200,News & Media
4038,seek.com.au,Email Sender|Job Search,Minimal Risk,301,200,Business & Finance
4039,pchome.com.tw,Portal Sites,Minimal Risk,200,200,Web Infrastructure
4046,howtogeek.com,Email Sender|Technical/Business Forums,Minimal Risk,200,200,Technology
4047,venmo.com,Email Sender|Financial Information,Minimal Risk,200,200,Business & Finance
4049,eonline.com,Email Sender|Entertainment/Recreation/Hobbies,Minimal Risk,200,200,Entertainment
4050,vanderbilt.edu,Education/Reference,Minimal Risk,200,200,Education
4052,ilsole24ore.com,General News,Minimal Risk,200,200,News & Media
4053,churchofjesuschrist.org,Email Sender|Major Global Religions,Minimal Risk,301,200,Nonprofit & Religion
4054,britishcouncil.org,Education/Reference,Minimal Risk,200,200,Education
4056,hosteurope.de,Internet Services|Personal Pages,Minimal Risk,200,200,Technology
4058,justpaste.it,Interactive Web Applications|Personal Network Storage,Minimal Risk,200,200,Technology
4060,abebooks.com,Business|Shopping/Merchandizing,Minimal Risk,200,200,E-commerce
4064,gamesradar.com,Games,Minimal Risk,200,200,Entertainment
4066,appnext.com,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
4068,sproutsocial.com,Internet Services,Minimal Risk,200,200,Technology
4071,callrail.com,Internet Services,Minimal Risk,200,200,Technology
4078,dmca.com,Business|Software/Hardware,Minimal Risk,200,200,Business & Finance
4079,vaticannews.va,Major Global Religions,Minimal Risk,200,200,Nonprofit & Religion
4081,polygon.com,Games,Minimal Risk,200,200,Entertainment
4084,fox.com,Email Sender|Entertainment/Recreation/Hobbies,Minimal Risk,200,200,Entertainment
4086,bbcgoodfood.com,Blogs/Wikis,Minimal Risk,301,200,Social & Communication
4090,google.co.ve,Search Engines,Minimal Risk,301,200,Web Infrastructure
4091,abb.com,Business,Minimal Risk,302,200,Business & Finance
4092,hinet.net,Portal Sites,Minimal Risk,200,200,Web Infrastructure
4094,uoregon.edu,Education/Reference,Minimal Risk,200,200,Education
4098,faa.gov,Government/Military,Minimal Risk,200,200,Government
